"timestamp","device_id","temperature","humidity","voltage","pressure"
"2024-01-01T00:00:00.000000Z","device_000000",21.523585398772155,40.49507448103575,3.3357073077746153,101312.85903818946
"2024-01-01T00:14:32.727272Z","device_000000",14.800079468797522,5.5957452312541935,3.378434878662382,101165.78797923605
"2024-01-01T00:29:05.454545Z","device_000000",23.752255979032284,69.85938517907428,3.1551183409135297,101613.44411152064
"2024-01-01T00:43:38.181818Z","device_000000",24.702823581956068,35.33844581717053,3.1516739414667665,101230.21206790447
"2024-01-01T00:58:10.909090Z","device_000000",10.244824056730819,13.896921350807434,3.399812842891416,101167.80521337654
"2024-01-01T01:12:43.636363Z","device_000000",13.48910246568841,12.037356960853133,3.4174454125524765,101281.4586250642
"2024-01-01T01:27:16.363636Z","device_000000",20.639202015836428,17.294211875283416,3.4359769544132583,101168.65583209507
"2024-01-01T01:41:49.090909Z","device_000000",18.41878703828209,28.60034056594011,3.2307010524775612,101372.13071638145
"2024-01-01T01:56:21.818181Z","device_000000",19.915994212478555,26.19578269721273,3.3201066841089513,101689.25450007473
"2024-01-01T02:10:54.545454Z","device_000000",15.7347803621321,24.182699781895405,3.3333268979530235,101326.43371994277
"2024-01-01T02:25:27.272727Z","device_000000",24.396989874314144,8.098098416885415,3.129279233185545,101140.44433861616
"2024-01-01T02:39:59.999999Z","device_000000",23.88895967714474,37.92515746715903,3.315726044138753,101293.39544653695
"2024-01-01T02:54:32.727272Z","device_000000",20.33015348780608,51.58885814857093,3.313870896304937,101070.82158791203
"2024-01-01T03:09:05.454545Z","device_000000",25.636206034840164,37.599584761151625,3.374531063770473,101899.69819269018
"2024-01-01T03:23:38.181818Z","device_000000",22.337546711260227,51.82275924491789,3.2428433113450064,101685.17773091604
"2024-01-01T03:38:10.909090Z","device_000000",15.70353768558381,13.14597433811401,3.425043735184471,101574.40369298485
"2024-01-01T03:52:43.636363Z","device_000000",21.843753920412496,5.478378756601055,3.30803380181355,101475.28281843307
"2024-01-01T04:07:16.363636Z","device_000000",15.205586995855006,48.94482677073569,3.470971872942345,101291.90258038812
"2024-01-01T04:21:49.090909Z","device_000000",24.39225150653636,58.28196647207381,3.374660890291537,101296.31705305628
"2024-01-01T04:36:21.818181Z","device_000000",19.750370445068736,20.35169408978412,3.327769747786256,101280.9231939028
"2024-01-01T04:50:54.545454Z","device_000000",19.075688182273698,47.646846786440534,3.1818103819999117,101800.37180039907
"2024-01-01T05:05:27.272727Z","device_000000",16.595352277980293,22.01637266379774,3.167999843297019,101286.57005465815
"2024-01-01T05:19:59.999999Z","device_000000",26.11270669337015,5.6677284433070305,3.460086656374066,101212.18243239254
"2024-01-01T05:34:32.727272Z","device_000000",19.22735258965599,14.356755395456497,3.3877729561626193,101304.091268841
"2024-01-01T05:49:05.454545Z","device_000000",17.858360889184464,18.491096663052627,3.271491717366596,101428.39503650686
"2024-01-01T06:03:38.181818Z","device_000000",18.239332247558853,25.9896306803786,3.2583193971365207,100628.52597711464
